code,name,area,age,email,role
202320250,Armando Dionisio Aranda Andrés,Ingeniería Mecatrónica,21,armando.aranda@utec.edu.pe,Alumno
202310399,Joaquín Salgado Ponce,Ingeniería Mecatrónica,18,joaquin.salgado@utec.edu.pe,Alumno
202320340,Florina Navarro Gámez,Ingeniería Mecatrónica,27,florina.navarro@utec.edu.pe,Alumno
202310230,Dimas Quintero Vives,Ingeniería Mecatrónica,20,dimas.quintero@utec.edu.pe,Alumno
202310401,Angélica Garcés Sevilla,Ingeniería Mecatrónica,25,angelica.garces@utec.edu.pe,Alumno
202310253,Fidel Talavera Roig,Ingeniería Mecatrónica,25,fidel.talavera@utec.edu.pe,Alumno
202310372,Yésica Julián Acero,Ingeniería Mecatrónica,25,yesica.julian@utec.edu.pe,Alumno
202310418,Odalys Menendez Castejón,Ingeniería Mecatrónica,20,odalys.menendez@utec.edu.pe,Alumno
202310404,Zaira Guardiola Iriarte,Ingeniería Mecatrónica,21,zaira.guardiola@utec.edu.pe,Alumno
202320240,Paca Roda Tovar,Ingeniería Mecatrónica,27,paca.roda@utec.edu.pe,Alumno
202320411,Urbano Navas Cabrero,Ingeniería Mecatrónica,20,urbano.navas@utec.edu.pe,Alumno
202310236,Paula Bárcena Peral,Ingeniería Mecatrónica,26,paula.barcena@utec.edu.pe,Alumno
202310234,Tere Olivares Montesinos,Ingeniería Mecatrónica,21,tere.olivares@utec.edu.pe,Alumno
202310321,Gonzalo Ignacio Peñalver Ferrero,Ingeniería Mecatrónica,25,gonzalo.penalver@utec.edu.pe,Alumno
202320433,Asunción Rodríguez Pagès,Ingeniería Mecatrónica,19,asuncion.rodriguez@utec.edu.pe,Alumno
202320324,Jacinta Bernad Cuéllar,Ingeniería Mecatrónica,23,jacinta.bernad@utec.edu.pe,Alumno
202310393,Flavio Amílcar Cal Mosquera,Ingeniería Mecatrónica,19,flavio.cal@utec.edu.pe,Alumno
202320297,Pepita Machado Santos,Ingeniería Mecatrónica,24,pepita.machado@utec.edu.pe,Alumno
202310334,Nadia Lledó Prada,Ingeniería Mecatrónica,20,nadia.lledo@utec.edu.pe,Alumno
202310291,Dani Mesa Blazquez,Ingeniería Mecatrónica,21,dani.mesa@utec.edu.pe,Alumno
202320389,Segismundo Jose Francisco Pastor Redondo,Ingeniería Mecatrónica,28,segismundo.pastor@utec.edu.pe,Alumno
202320302,Inmaculada Pavón Tomás,Ingeniería Mecatrónica,28,inmaculada.pavon@utec.edu.pe,Alumno
202320447,Jose Antonio Navarro Diéguez,Ingeniería Mecatrónica,22,jose.navarro@utec.edu.pe,Alumno
202320494,Pepita Florentina Villalobos Hervia,Ingeniería Mecatrónica,20,pepita.villalobos@utec.edu.pe,Alumno
202310247,Eva María Griselda Sala Durán,Ingeniería Mecatrónica,24,eva.sala@utec.edu.pe,Alumno
202310228,Benito Meléndez Ramón,Ingeniería Mecatrónica,25,benito.melendez@utec.edu.pe,Alumno
202310284,Asunción Torrent Roig,Ingeniería Mecatrónica,17,asuncion.torrent@utec.edu.pe,Alumno
202310446,Natanael Otero Armas,Ingeniería Mecatrónica,19,natanael.otero@utec.edu.pe,Alumno
202320417,Socorro Fernandez Esteve,Ingeniería Mecatrónica,28,socorro.fernandez@utec.edu.pe,Alumno
202320304,Reinaldo Leiva Pagès,Ingeniería Mecatrónica,28,reinaldo.leiva@utec.edu.pe,Alumno
202310421,Iván Caparrós Cabo,Ingeniería Mecatrónica,27,ivan.caparros@utec.edu.pe,Alumno
202310293,Heliodoro Lillo Ros,Ingeniería Mecatrónica,23,heliodoro.lillo@utec.edu.pe,Alumno
202310266,Clarisa Daniela Huerta Bolaños,Ingeniería Mecatrónica,23,clarisa.huerta@utec.edu.pe,Alumno
202320387,Calista Calatayud Villalonga,Ingeniería Mecatrónica,25,calista.calatayud@utec.edu.pe,Alumno
202320313,Coral Núñez Torralba,Ingeniería Mecatrónica,18,coral.nunez@utec.edu.pe,Alumno
202320454,Agustina Luque Aznar,Ingeniería Mecatrónica,22,agustina.luque@utec.edu.pe,Alumno
202310345,Roxana María Manuela Aragón Chacón,Ingeniería Mecatrónica,19,roxana.aragon@utec.edu.pe,Alumno
202320355,Coral Checa Huertas,Ingeniería Mecatrónica,18,coral.checa@utec.edu.pe,Alumno
202310474,Eleuterio Aramburu Sevillano,Ingeniería Mecatrónica,25,eleuterio.aramburu@utec.edu.pe,Alumno
202310485,Chucho Jordán Puga,Ingeniería Mecatrónica,28,chucho.jordan@utec.edu.pe,Alumno
202320449,María Cristina Gras Duque,Ingeniería Mecatrónica,22,maria.gras@utec.edu.pe,Alumno
202320320,María Luisa Polo Olivera,Ingeniería Mecatrónica,21,maria.polo@utec.edu.pe,Alumno
202310241,Paola Céspedes Serra,Ingeniería Mecatrónica,26,paola.cespedes@utec.edu.pe,Alumno
202320235,Isidro Bauzà Herrero,Ingeniería Mecatrónica,26,isidro.bauza@utec.edu.pe,Alumno
202320264,Guillermo Mora Cobos,Ingeniería Mecatrónica,18,guillermo.mora@utec.edu.pe,Alumno
202320331,José Virginia Chaparro Sanmartín,Ingeniería Mecatrónica,27,jose.chaparro@utec.edu.pe,Alumno
202320275,Patricio Riquelme Benitez,Ingeniería Mecatrónica,27,patricio.riquelme@utec.edu.pe,Alumno
202320244,Dorotea Adriana Gámez Querol,Ingeniería Mecatrónica,27,dorotea.gamez@utec.edu.pe,Alumno
202310292,Severiano Pomares Gimeno,Ingeniería Mecatrónica,16,severiano.pomares@utec.edu.pe,Alumno
202310299,Josefina Mayol Pacheco,Ingeniería Mecatrónica,22,josefina.mayol@utec.edu.pe,Alumno
202320383,Mateo Felipe Páez Torrecilla,Ingeniería Mecatrónica,22,mateo.paez@utec.edu.pe,Alumno
202320248,Calista Báez Angulo,Ingeniería Mecatrónica,24,calista.baez@utec.edu.pe,Alumno
202320451,Lalo Salom Barrera,Ingeniería Mecatrónica,19,lalo.salom@utec.edu.pe,Alumno
202310396,Estrella Cuéllar Valdés,Ingeniería Mecatrónica,17,estrella.cuellar@utec.edu.pe,Alumno
202310255,Josefina Pol Feijoo,Ingeniería Mecatrónica,26,josefina.pol@utec.edu.pe,Alumno
202320360,Isaías Aureliano Juárez Mínguez,Ingeniería Mecatrónica,24,isaias.juarez@utec.edu.pe,Alumno
202310369,Perlita Oliva Navas,Ingeniería Mecatrónica,20,perlita.oliva@utec.edu.pe,Alumno
202310294,Bárbara Vilanova Cózar,Ingeniería Mecatrónica,21,barbara.vilanova@utec.edu.pe,Alumno
202310441,Leopoldo Méndez Corral,Ingeniería Mecatrónica,25,leopoldo.mendez@utec.edu.pe,Alumno
202310206,Valerio Planas Cadenas,Ingeniería Mecatrónica,25,valerio.planas@utec.edu.pe,Alumno
202310361,Isaías Verdú Soler,Ingeniería Mecatrónica,25,isaias.verdu@utec.edu.pe,Alumno
202320373,Juana Gomila Domínguez,Ingeniería Mecatrónica,22,juana.gomila@utec.edu.pe,Alumno
202320405,Jose Ignacio Varela Madrid,Ingeniería Mecatrónica,27,jose.varela@utec.edu.pe,Alumno
202320300,Eli Lerma Molina,Ingeniería Mecatrónica,24,eli.lerma@utec.edu.pe,Alumno
202310475,Asunción Amorós Gomila,Ingeniería Mecatrónica,27,asuncion.amoros@utec.edu.pe,Alumno
202310394,Nieves Sans Robles,Ingeniería Mecatrónica,24,nieves.sans@utec.edu.pe,Alumno
202320201,Ciro Amo Cuadrado,Ingeniería Mecatrónica,27,ciro.amo@utec.edu.pe,Alumno
202310348,Anastasio Barreda Losada,Ingeniería Mecatrónica,16,anastasio.barreda@utec.edu.pe,Alumno
202320367,Elisabet Chico Yáñez,Ingeniería Mecatrónica,17,elisabet.chico@utec.edu.pe,Alumno
202310268,Amarilis Pelayo Segovia,Ingeniería Mecatrónica,16,amarilis.pelayo@utec.edu.pe,Alumno
202320423,Estrella Juliá Roura,Ingeniería Mecatrónica,21,estrella.julia@utec.edu.pe,Alumno
202320435,Paco Alcántara Fuentes,Ingeniería Mecatrónica,18,paco.alcantara@utec.edu.pe,Alumno
202320471,Maite Madrigal Amorós,Ingeniería Mecatrónica,28,maite.madrigal@utec.edu.pe,Alumno
202320408,Sancho Márquez Manrique,Ingeniería Mecatrónica,28,sancho.marquez@utec.edu.pe,Alumno
202320382,Samu Sanchez Cabañas,Ingeniería Mecatrónica,20,samu.sanchez@utec.edu.pe,Alumno
202310380,Jacinta Iñiguez Miranda,Ingeniería Mecatrónica,20,jacinta.iniguez@utec.edu.pe,Alumno
202320374,Susanita Rocío Gabaldón Torrent,Ingeniería Mecatrónica,24,susanita.gabaldon@utec.edu.pe,Alumno
202310222,Agustina Hoyos Blanca,Ingeniería Mecatrónica,25,agustina.hoyos@utec.edu.pe,Alumno
202320317,Cruz Torrents Martí,Ingeniería Mecatrónica,26,cruz.torrents@utec.edu.pe,Alumno
202320225,Olalla Múgica Álvaro,Ingeniería Mecatrónica,23,olalla.mugica@utec.edu.pe,Alumno
202310226,Celestina Cuesta Jaume,Ingeniería Mecatrónica,28,celestina.cuesta@utec.edu.pe,Alumno
202320276,Catalina Múñiz Oller,Ingeniería Mecatrónica,19,catalina.muniz@utec.edu.pe,Alumno
202320490,José Manrique Diego,Ingeniería Mecatrónica,19,jose.manrique@utec.edu.pe,Alumno
202310311,Encarnación Rivas Rocamora,Ingeniería Mecatrónica,20,encarnacion.rivas@utec.edu.pe,Alumno
202320227,Maricela Redondo Martínez,Ingeniería Mecatrónica,16,maricela.redondo@utec.edu.pe,Alumno
202310239,Tomás Quero Alfaro,Ingeniería Mecatrónica,25,tomas.quero@utec.edu.pe,Alumno
202310434,Bernarda Cadenas Montaña,Ingeniería Mecatrónica,19,bernarda.cadenas@utec.edu.pe,Alumno
202310458,Evelia Feijoo Soriano,Ingeniería Mecatrónica,16,evelia.feijoo@utec.edu.pe,Alumno
202310207,Pánfilo Tejera Escribano,Ingeniería Mecatrónica,22,panfilo.tejera@utec.edu.pe,Alumno
202320330,Saturnina Naranjo Aroca,Ingeniería Mecatrónica,24,saturnina.naranjo@utec.edu.pe,Alumno
202310335,Donato Abellán Espada,Ingeniería Mecatrónica,20,donato.abellan@utec.edu.pe,Alumno
202320203,Martina Galán Daza,Ingeniería Mecatrónica,23,martina.galan@utec.edu.pe,Alumno
202320233,Eugenia Luque Viña,Ingeniería Mecatrónica,28,eugenia.luque@utec.edu.pe,Alumno
202320306,Mateo Tena Bolaños,Ingeniería Mecatrónica,25,mateo.tena@utec.edu.pe,Alumno
202310379,Luis Arroyo Ferrer,Ingeniería Mecatrónica,18,luis.arroyo@utec.edu.pe,Alumno
202320200,Marino Belda Gárate,Ingeniería Mecatrónica,25,marino.belda@utec.edu.pe,Alumno
202310308,Luís Reyes Colom Calvo,Ingeniería Mecatrónica,28,luis.colom@utec.edu.pe,Alumno
202320478,Eugenio Tamarit Cazorla,Ingeniería Mecatrónica,25,eugenio.tamarit@utec.edu.pe,Alumno
202320351,Paca Rojas Uriarte,Ingeniería Mecatrónica,25,paca.rojas@utec.edu.pe,Alumno
202310341,Nadia Natalia Valderrama Cerdá,Ingeniería Mecatrónica,19,nadia.valderrama@utec.edu.pe,Alumno
202220471,Eva Solsona Mata,Ingeniería Mecatrónica,21,eva.solsona@utec.edu.pe,Alumno
202210211,Emigdio Héctor Pulido Díez,Ingeniería Mecatrónica,20,emigdio.pulido@utec.edu.pe,Alumno
202220296,Nicolás Fernández Barba,Ingeniería Mecatrónica,20,nicolas.fernandez@utec.edu.pe,Alumno
202220217,Gabriel Soto Pelayo,Ingeniería Mecatrónica,20,gabriel.soto@utec.edu.pe,Alumno
202220223,Claudia Segovia Gras,Ingeniería Mecatrónica,24,claudia.segovia@utec.edu.pe,Alumno
202220318,Plinio Jove Cardona,Ingeniería Mecatrónica,23,plinio.jove@utec.edu.pe,Alumno
202220234,Felix Martin Borja,Ingeniería Mecatrónica,18,felix.martin@utec.edu.pe,Alumno
202210335,Américo Vicente Galindo,Ingeniería Mecatrónica,23,americo.vicente@utec.edu.pe,Alumno
202220393,Vera Adadia Bas,Ingeniería Mecatrónica,21,vera.adadia@utec.edu.pe,Alumno
202220453,Buenaventura Trinidad Ribera Vaquero,Ingeniería Mecatrónica,20,buenaventura.ribera@utec.edu.pe,Alumno
202220346,Chema España Arias,Ingeniería Mecatrónica,21,chema.espana@utec.edu.pe,Alumno
202220368,José Luis Cañete Naranjo,Ingeniería Mecatrónica,19,jose.canete@utec.edu.pe,Alumno
202210442,Humberto Bru Alsina,Ingeniería Mecatrónica,18,humberto.bru@utec.edu.pe,Alumno
202220315,Berta Ferrera Puga,Ingeniería Mecatrónica,17,berta.ferrera@utec.edu.pe,Alumno
202210330,Heliodoro Chamorro Isern,Ingeniería Mecatrónica,25,heliodoro.chamorro@utec.edu.pe,Alumno
202220257,Cornelio Manuel Alemán,Ingeniería Mecatrónica,20,cornelio.manuel@utec.edu.pe,Alumno
202210445,Juan Antonio Barceló Nevado,Ingeniería Mecatrónica,24,juan.barcelo@utec.edu.pe,Alumno
202220366,Aarón Larrañaga Aguilar,Ingeniería Mecatrónica,25,aaron.larranaga@utec.edu.pe,Alumno
202210422,Felipa Fonseca Giralt,Ingeniería Mecatrónica,23,felipa.fonseca@utec.edu.pe,Alumno
202210249,Maximiliano Tovar Niño,Ingeniería Mecatrónica,20,maximiliano.tovar@utec.edu.pe,Alumno
202220287,Victor Cueto Vallejo,Ingeniería Mecatrónica,25,victor.cueto@utec.edu.pe,Alumno
202220377,Vito Sabater Asensio,Ingeniería Mecatrónica,23,vito.sabater@utec.edu.pe,Alumno
202220390,Perla Solsona Machado,Ingeniería Mecatrónica,19,perla.solsona@utec.edu.pe,Alumno
202210464,Lucas Andrade Leon,Ingeniería Mecatrónica,23,lucas.andrade@utec.edu.pe,Alumno
202210226,Julieta Vidal Gallart,Ingeniería Mecatrónica,20,julieta.vidal@utec.edu.pe,Alumno
202220430,Leonardo Criado Pou,Ingeniería Mecatrónica,17,leonardo.criado@utec.edu.pe,Alumno
202210232,Dan Juan Bautista Jove Ibañez,Ingeniería Mecatrónica,20,dan.jove@utec.edu.pe,Alumno
202220271,Amílcar Rubio Mateos,Ingeniería Mecatrónica,22,amilcar.rubio@utec.edu.pe,Alumno
202220424,Lupe Urrutia Ramón,Ingeniería Mecatrónica,23,lupe.urrutia@utec.edu.pe,Alumno
202210383,Berta Concha Gomez Martínez,Ingeniería Mecatrónica,19,berta.gomez@utec.edu.pe,Alumno
202220364,Purificación Casas Bejarano,Ingeniería Mecatrónica,21,purificacion.casas@utec.edu.pe,Alumno
202220310,Carmelo Aguiló Benavent,Ingeniería Mecatrónica,23,carmelo.aguilo@utec.edu.pe,Alumno
202220265,Juan Manuel Rivera Alberdi,Ingeniería Mecatrónica,24,juan.rivera@utec.edu.pe,Alumno
202220477,Alfredo Leopoldo Quirós Chamorro,Ingeniería Mecatrónica,18,alfredo.quiros@utec.edu.pe,Alumno
202210404,Selena Alcaraz Arana,Ingeniería Mecatrónica,18,selena.alcaraz@utec.edu.pe,Alumno
202220297,Geraldo Manzano Pla,Ingeniería Mecatrónica,25,geraldo.manzano@utec.edu.pe,Alumno
202220474,José Manuel Briones Francisco,Ingeniería Mecatrónica,17,jose.briones@utec.edu.pe,Alumno
202210278,Mateo Pera Baena,Ingeniería Mecatrónica,24,mateo.pera@utec.edu.pe,Alumno
202210255,Consuelo Gaya Almeida,Ingeniería Mecatrónica,17,consuelo.gaya@utec.edu.pe,Alumno
202220441,Imelda Rivera Toledo,Ingeniería Mecatrónica,19,imelda.rivera@utec.edu.pe,Alumno
202210260,Roque Larrañaga Valera,Ingeniería Mecatrónica,23,roque.larranaga@utec.edu.pe,Alumno
202220462,Loida Delgado Corral,Ingeniería Mecatrónica,22,loida.delgado@utec.edu.pe,Alumno
202220444,Francisco Clavero Barrios,Ingeniería Mecatrónica,21,francisco.clavero@utec.edu.pe,Alumno
202210398,Mercedes Godoy Reguera,Ingeniería Mecatrónica,23,mercedes.godoy@utec.edu.pe,Alumno
202210356,Elena Cazorla Fortuny,Ingeniería Mecatrónica,23,elena.cazorla@utec.edu.pe,Alumno
202220263,Olegario Mena Serra,Ingeniería Mecatrónica,20,olegario.mena@utec.edu.pe,Alumno
202210421,Narciso Ariel Rosado Barrio,Ingeniería Mecatrónica,24,narciso.rosado@utec.edu.pe,Alumno
202210321,Cristóbal Nieto Bonilla,Ingeniería Mecatrónica,22,cristobal.nieto@utec.edu.pe,Alumno
202220288,Andrés Blanch Toro,Ingeniería Mecatrónica,21,andres.blanch@utec.edu.pe,Alumno
202210325,Ambrosio Álvaro Vazquez,Ingeniería Mecatrónica,20,ambrosio.alvaro@utec.edu.pe,Alumno
202220355,Carmen Molina Uribe,Ingeniería Mecatrónica,18,carmen.molina@utec.edu.pe,Alumno
202220314,Narcisa Barrena Bayona,Ingeniería Mecatrónica,17,narcisa.barrena@utec.edu.pe,Alumno
202220420,Andrés Felipe Ballesteros Pinedo,Ingeniería Mecatrónica,19,andres.ballesteros@utec.edu.pe,Alumno
202210434,Jovita Abril Amat,Ingeniería Mecatrónica,22,jovita.abril@utec.edu.pe,Alumno
202210209,Aurelio Bautista Talavera,Ingeniería Mecatrónica,22,aurelio.bautista@utec.edu.pe,Alumno
202210349,Álvaro Cuesta Ferrando,Ingeniería Mecatrónica,17,alvaro.cuesta@utec.edu.pe,Alumno
202220468,Pía Casal Guitart,Ingeniería Mecatrónica,19,pia.casal@utec.edu.pe,Alumno
202220428,Maximiano Gustavo Céspedes Rivero,Ingeniería Mecatrónica,25,maximiano.cespedes@utec.edu.pe,Alumno
202220470,Felix Rosa Vicens,Ingeniería Mecatrónica,25,felix.rosa@utec.edu.pe,Alumno
202220379,Ciro Arias Cuadrado,Ingeniería Mecatrónica,24,ciro.arias@utec.edu.pe,Alumno
202220369,Rómulo Porta Rivas,Ingeniería Mecatrónica,22,romulo.porta@utec.edu.pe,Alumno
202220362,Ana Pi Carmona,Ingeniería Mecatrónica,23,ana.pi@utec.edu.pe,Alumno
202210240,Fermín Garrido Manso,Ingeniería Mecatrónica,19,fermin.garrido@utec.edu.pe,Alumno
202210374,Georgina Hernandez Jordán,Ingeniería Mecatrónica,23,georgina.hernandez@utec.edu.pe,Alumno
202220414,Reina Santiago Campo,Ingeniería Mecatrónica,24,reina.santiago@utec.edu.pe,Alumno
202220451,Sarita Aitana Colom Blázquez,Ingeniería Mecatrónica,17,sarita.colom@utec.edu.pe,Alumno
202220359,Clara Martorell Palacios,Ingeniería Mecatrónica,19,clara.martorell@utec.edu.pe,Alumno
202210486,Balduino Bellido Arias,Ingeniería Mecatrónica,19,balduino.bellido@utec.edu.pe,Alumno
202210497,Araceli Robles Barreda,Ingeniería Mecatrónica,17,araceli.robles@utec.edu.pe,Alumno
202220241,Sancho Gilabert Sanabria,Ingeniería Mecatrónica,18,sancho.gilabert@utec.edu.pe,Alumno
202210247,María Manuela Isern Colom,Ingeniería Mecatrónica,17,maria.isern@utec.edu.pe,Alumno
202210235,Danilo Iglesia Ponce,Ingeniería Mecatrónica,22,danilo.iglesia@utec.edu.pe,Alumno
202220481,Ani Córdoba Montaña,Ingeniería Mecatrónica,25,ani.cordoba@utec.edu.pe,Alumno
202210212,Primitiva Martorell Sanmiguel,Ingeniería Mecatrónica,23,primitiva.martorell@utec.edu.pe,Alumno
202220358,Dolores Ema Zaragoza Capdevila,Ingeniería Mecatrónica,17,dolores.zaragoza@utec.edu.pe,Alumno
202220403,Leonor Quintero Valverde,Ingeniería Mecatrónica,17,leonor.quintero@utec.edu.pe,Alumno
202220487,Nilo Maximino Amaya Serrano,Ingeniería Mecatrónica,25,nilo.amaya@utec.edu.pe,Alumno
202220459,Delia Hernandez Segovia,Ingeniería Mecatrónica,24,delia.hernandez@utec.edu.pe,Alumno
202210407,Lalo Ortega Sedano,Ingeniería Mecatrónica,24,lalo.ortega@utec.edu.pe,Alumno
202220365,Julie Mateu Barbero,Ingeniería Mecatrónica,24,julie.mateu@utec.edu.pe,Alumno
202220455,Jose Ignacio Blanco Piñol,Ingeniería Mecatrónica,21,jose.blanco@utec.edu.pe,Alumno
202220463,Benito Beltrán Casares,Ingeniería Mecatrónica,20,benito.beltran@utec.edu.pe,Alumno
202210233,Felipe Lobato Rojas,Ingeniería Mecatrónica,25,felipe.lobato@utec.edu.pe,Alumno
202220242,Andrés Felipe Alcántara Ariño,Ingeniería Mecatrónica,21,andres.alcantara@utec.edu.pe,Alumno
202210427,Virginia Barón Luque,Ingeniería Mecatrónica,17,virginia.baron@utec.edu.pe,Alumno
202220210,Belen Machado Cervantes,Ingeniería Mecatrónica,24,belen.machado@utec.edu.pe,Alumno
202220429,Curro Jaume Asenjo,Ingeniería Mecatrónica,24,curro.jaume@utec.edu.pe,Alumno
202210492,Pancho Gimenez Montserrat,Ingeniería Mecatrónica,17,pancho.gimenez@utec.edu.pe,Alumno
202220360,Olivia Tomas Rosell,Ingeniería Mecatrónica,21,olivia.tomas@utec.edu.pe,Alumno
202210437,Liliana Suarez Avilés,Ingeniería Mecatrónica,21,liliana.suarez@utec.edu.pe,Alumno
202220254,Espiridión Quiroga Bustamante,Ingeniería Mecatrónica,24,espiridion.quiroga@utec.edu.pe,Alumno
202220396,Gloria Bou Quevedo,Ingeniería Mecatrónica,23,gloria.bou@utec.edu.pe,Alumno
202210401,Angelino Huertas Antúnez,Ingeniería Mecatrónica,19,angelino.huertas@utec.edu.pe,Alumno
202220277,Hugo Arnau Seguí,Ingeniería Mecatrónica,18,hugo.arnau@utec.edu.pe,Alumno
202220285,Emilio Mancebo Redondo,Ingeniería Mecatrónica,25,emilio.mancebo@utec.edu.pe,Alumno
202220320,Griselda Mariana López Acevedo,Ingeniería Mecatrónica,25,griselda.lopez@utec.edu.pe,Alumno
202210308,Ángel Palma Manuel,Ingeniería Mecatrónica,25,angel.palma@utec.edu.pe,Alumno
202210389,Andrés Felipe Montenegro-Ribera,Ingeniería Mecatrónica,24,andres.felipe@utec.edu.pe,Alumno
202220367,Bárbara Melero Alegre,Ingeniería Mecatrónica,23,barbara.melero@utec.edu.pe,Alumno
202210381,Edelmiro Llobet Vendrell,Ingeniería Mecatrónica,18,edelmiro.llobet@utec.edu.pe,Alumno
202220317,Lidia Clarisa Cerdán Escrivá,Ingeniería Mecatrónica,20,lidia.cerdan@utec.edu.pe,Alumno
202220237,Guillermo Olmedo Pardo,Ingeniería Mecatrónica,17,guillermo.olmedo@utec.edu.pe,Alumno
202220397,Geraldo Andres Castells,Ingeniería Mecatrónica,25,geraldo.andres@utec.edu.pe,Alumno
202220228,Tadeo Jáuregui Enríquez,Ingeniería Mecatrónica,22,tadeo.jauregui@utec.edu.pe,Alumno
202210220,Cirino Piquer Monreal,Ingeniería Mecatrónica,24,cirino.piquer@utec.edu.pe,Alumno
202210326,Loreto Arias Andreu,Ingeniería Mecatrónica,19,loreto.arias@utec.edu.pe,Alumno
202220262,Andrés Espinosa Valls,Ingeniería Mecatrónica,25,andres.espinosa@utec.edu.pe,Alumno
202220305,Adelardo Montes Losa,Ingeniería Mecatrónica,19,adelardo.montes@utec.edu.pe,Alumno
202220245,Hilda Benavides Pombo,Ingeniería Mecatrónica,23,hilda.benavides@utec.edu.pe,Alumno
202210384,Pepe Nando Guerra Cueto,Ingeniería Mecatrónica,21,pepe.guerra@utec.edu.pe,Alumno
202220347,Loreto Pascual Perales,Ingeniería Mecatrónica,25,loreto.pascual@utec.edu.pe,Alumno
202220352,Amaro Ocaña Juárez,Ingeniería Mecatrónica,25,amaro.ocana@utec.edu.pe,Alumno
202210431,Gonzalo Cantón Robles,Ingeniería Mecatrónica,21,gonzalo.canton@utec.edu.pe,Alumno
202220225,Jose Ignacio Blanes Montaña,Ingeniería Mecatrónica,22,jose.blanes@utec.edu.pe,Alumno
202220215,Victoria Aguirre Baeza,Ingeniería Mecatrónica,21,victoria.aguirre@utec.edu.pe,Alumno
202220286,Macarena Campillo Rosado,Ingeniería Mecatrónica,23,macarena.campillo@utec.edu.pe,Alumno
202220281,Ana Sofía Múgica,Ingeniería Mecatrónica,23,ana.sofia@utec.edu.pe,Alumno
202220238,Bernardita Castro Duran,Ingeniería Mecatrónica,21,bernardita.castro@utec.edu.pe,Alumno
202220417,Luis Miguel Villanueva Rocha,Ingeniería Mecatrónica,20,luis.villanueva@utec.edu.pe,Alumno
202210266,Encarnación Cañete Castilla,Ingeniería Mecatrónica,19,encarnacion.canete@utec.edu.pe,Alumno
202220457,Julie Peñas Cervantes,Ingeniería Mecatrónica,22,julie.penas@utec.edu.pe,Alumno
202210213,Gabino Boada Lobo,Ingeniería Mecatrónica,23,gabino.boada@utec.edu.pe,Alumno
202210373,Yéssica Agudo Hervia,Ingeniería Mecatrónica,21,yessica.agudo@utec.edu.pe,Alumno
202220448,Hector Caro Gallardo,Ingeniería Mecatrónica,19,hector.caro@utec.edu.pe,Alumno
202220478,Selena Yuste Arnau,Ingeniería Mecatrónica,18,selena.yuste@utec.edu.pe,Alumno
202210230,Arcelia Gárate Hernandez,Ingeniería Mecatrónica,25,arcelia.garate@utec.edu.pe,Alumno
202210496,Prudencia Morata Doménech,Ingeniería Mecatrónica,23,prudencia.morata@utec.edu.pe,Alumno
202220329,Amor Contreras Urrutia,Ingeniería Mecatrónica,21,amor.contreras@utec.edu.pe,Alumno
202210253,Dorotea Madrid Nebot,Ingeniería Mecatrónica,17,dorotea.madrid@utec.edu.pe,Alumno
202220236,Álvaro Sandoval Pastor,Ingeniería Mecatrónica,18,alvaro.sandoval@utec.edu.pe,Alumno
202210342,Encarnación Trillo Terrón,Ingeniería Mecatrónica,25,encarnacion.trillo@utec.edu.pe,Alumno
202220380,Lucila Alvarez Guardia,Ingeniería Mecatrónica,25,lucila.alvarez@utec.edu.pe,Alumno
202210280,Loreto Moraleda Esparza,Ingeniería Mecatrónica,17,loreto.moraleda@utec.edu.pe,Alumno
202210258,Adrián Faustino Uribe Franco,Ingeniería Mecatrónica,23,adrian.uribe@utec.edu.pe,Alumno
202210311,Belén Ángela Real Monreal,Ingeniería Mecatrónica,17,belen.real@utec.edu.pe,Alumno
202210252,Esmeralda Pont Salom,Ingeniería Mecatrónica,19,esmeralda.pont@utec.edu.pe,Alumno
202210489,Eleuterio Herranz Arroyo,Ingeniería Mecatrónica,17,eleuterio.herranz@utec.edu.pe,Alumno
202210272,Miguel Plinio Losa Ballesteros,Ingeniería Mecatrónica,20,miguel.losa@utec.edu.pe,Alumno
202210222,Nerea Baena Vazquez,Ingeniería Mecatrónica,20,nerea.baena@utec.edu.pe,Alumno
202210275,Anastasio Solano Bueno,Ingeniería Mecatrónica,24,anastasio.solano@utec.edu.pe,Alumno
202210357,Manu Manzano Burgos,Ingeniería Mecatrónica,19,manu.manzano@utec.edu.pe,Alumno
202210219,Candela Elías Noriega,Ingeniería Mecatrónica,19,candela.elias@utec.edu.pe,Alumno
202210426,Jovita Bas Alsina,Ingeniería Mecatrónica,17,jovita.bas@utec.edu.pe,Alumno
202210491,Leonardo Velasco Montaña,Ingeniería Mecatrónica,25,leonardo.velasco@utec.edu.pe,Alumno
202210450,Jose Luis Cortina,Ingeniería Mecatrónica,19,jose.luis@utec.edu.pe,Alumno
202210499,Reyes Sancho Vallés,Ingeniería Mecatrónica,17,reyes.sancho@utec.edu.pe,Alumno
202210327,Luna Ribera Lluch,Ingeniería Mecatrónica,17,luna.ribera@utec.edu.pe,Alumno
202210449,Felipa Zamora Morillo,Ingeniería Mecatrónica,19,felipa.zamora@utec.edu.pe,Alumno
202220201,Joan Nadal Pujol,Ingeniería Mecatrónica,19,joan.nadal@utec.edu.pe,Alumno
202210336,Leandra Benet Armengol,Ingeniería Mecatrónica,19,leandra.benet@utec.edu.pe,Alumno
